transaction_id,account_id,merchant_id,branch_id,transaction_datetime,transaction_type,amount,payment_method,channel,opening_balance,closing_balance,status,reference_no
TXN0089414,ACC000902,MER104,BR014,2026-03-30 19:59:00,Debit,6380.11,Credit Card,Mobile Banking,53779.19,47399.08,Success,REF7140163717
TXN0089415,ACC002065,MER052,BR016,2026-04-03 09:57:00,Debit,1257.16,IMPS,Mobile Banking,0.0,0.0,Success,REF9775210978
TXN0089416,ACC003326,MER114,BR004,2025-09-14 09:52:00,Debit,1837.42,UPI,Mobile Banking,233027.58,231190.16,Success,REF5363804407
TXN0089417,ACC005743,MER094,BR020,2025-06-25 00:50:00,Debit,914.62,Debit Card,Internet Banking,102661.89,101747.27,Failed,REF6258231360
TXN0089418,ACC000993,MER096,BR025,2025-01-26 12:35:00,Debit,9321.94,NEFT,ATM,109690.4,100368.45,Success,REF3003156782
TXN0089419,ACC004951,MER106,BR018,2025-02-05 02:27:00,Debit,899.24,Debit Card,Internet Banking,107408.65,106509.41,Success,REF3580856345
TXN0089420,ACC005852,MER062,BR009,2026-02-17 10:17:00,Debit,758.86,UPI,Mobile Banking,73383.99,72625.13,Success,REF1147926171
TXN0089421,ACC002794,MER068,BR020,2025-12-22 12:46:00,Debit,621.83,NEFT,Internet Banking,0.0,0.0,Success,REF4170977406
TXN0089422,ACC004490,MER082,BR008,2026-07-27 23:03:00,Debit,1188.1,Debit Card,Mobile Banking,94996.59,93808.49,Success,REF3902119197
TXN0089423,ACC004369,MER001,BR007,2026-05-01 18:57:00,Debit,5175.64,Debit Card,Internet Banking,81429.61,76253.97,Success,REF7833582065
TXN0089424,ACC003032,MER052,BR015,2026-08-17 19:30:00,Debit,3784.64,Debit Card,Internet Banking,67978.62,64193.97,Success,REF3234483975
TXN0089425,ACC003989,MER106,BR021,2026-04-08 04:39:00,Debit,885.36,UPI,Mobile Banking,150198.38,149313.01,Success,REF7322174973
TXN0089426,ACC002111,MER045,BR023,2025-03-10 20:02:00,Debit,1146.09,UPI,Internet Banking,66728.89,65582.8,Success,REF8336448160
TXN0089427,ACC003412,MER079,BR003,2026-04-22 19:28:00,Debit,1440.96,UPI,ATM,238882.62,237441.67,Success,REF8559018231
TXN0089428,ACC003154,MER059,BR017,2026-07-24 10:33:00,Debit,1304.53,NEFT,POS,265312.54,264008.0,Success,REF5187538491
TXN0089429,ACC005564,MER022,BR002,2025-03-20 15:06:00,Debit,986.75,UPI,Mobile Banking,145688.74,144701.99,Success,REF2348001286
TXN0089430,ACC001476,MER006,BR011,2026-01-24 19:11:00,Debit,991.2,Credit Card,Internet Banking,247820.58,246829.37,Success,REF2477719456
TXN0089431,ACC001234,MER053,BR006,2025-01-03 21:54:00,Debit,1638.2,Credit Card,POS,136795.5,135157.31,Success,REF4195312690
TXN0089432,ACC005218,MER058,BR005,2025-07-15 02:16:00,Debit,933.21,UPI,Mobile Banking,78495.84,77562.63,Success,REF5398714673
TXN0089433,ACC001727,MER075,BR002,2025-12-04 11:15:00,Debit,1885.14,Debit Card,POS,46719.88,44834.74,Success,REF4860977741
TXN0089434,ACC001414,MER002,BR009,2025-08-22 07:23:00,Credit,4633.95,Debit Card,POS,162654.81,167288.75,Success,REF7382711201
TXN0089435,ACC004071,MER039,BR007,2026-08-22 00:53:00,Debit,2507.03,IMPS,Internet Banking,130039.07,127532.04,Success,REF5554155526
TXN0089436,ACC003700,MER090,BR001,2025-10-20 23:45:00,Debit,6961.91,UPI,Mobile Banking,86590.56,79628.65,Success,REF8362779851
TXN0089437,ACC003045,MER118,BR010,2025-10-24 22:30:00,Debit,776.81,Debit Card,Mobile Banking,76848.05,76071.25,Success,REF5722396490
TXN0089438,ACC004117,MER038,BR025,2026-03-30 03:21:00,Debit,1327.71,Debit Card,Internet Banking,61882.97,60555.26,Success,REF6776859863
TXN0089439,ACC004500,MER002,BR011,2026-05-13 23:57:00,Credit,775.54,UPI,POS,0.0,775.54,Failed,REF1070179505
TXN0089440,ACC003634,MER082,BR005,2025-05-21 05:28:00,Debit,39183.28,IMPS,Mobile Banking,132690.18,93506.91,Success,REF6273182781
TXN0089441,ACC005677,MER002,BR011,2025-02-06 22:38:00,Credit,1710.47,UPI,POS,272459.94,274170.41,Success,REF6433705245
TXN0089442,ACC001019,MER002,BR012,2025-02-07 01:24:00,Credit,973.4,UPI,Internet Banking,281404.14,282377.54,Success,REF4667274136
TXN0089443,ACC004412,MER019,BR018,2026-03-23 23:29:00,Debit,1579.2,Debit Card,Mobile Banking,21859.24,20280.04,Success,REF4494145202
TXN0089444,ACC002345,MER059,BR004,2026-07-24 19:57:00,Debit,1700.43,NEFT,POS,134432.73,132732.31,Success,REF9755666466
TXN0089445,ACC006015,MER068,BR009,2025-05-02 23:01:00,Debit,1225.05,UPI,Internet Banking,181457.35,180232.3,Success,REF8472651844
TXN0089446,ACC002172,MER048,BR020,2025-06-10 13:21:00,Debit,1183.99,IMPS,POS,203333.7,202149.71,Success,REF7096975822
TXN0089447,ACC000925,MER067,BR005,2026-08-02 19:11:00,Debit,3453.92,UPI,Internet Banking,153649.1,150195.18,Success,REF9090377972
TXN0089448,ACC000379,MER098,BR020,2025-06-10 01:21:00,Debit,1431.48,NEFT,Internet Banking,138669.26,137237.79,Success,REF7486799413
TXN0089449,ACC004921,MER106,BR007,2026-07-27 17:39:00,Debit,6171.34,Debit Card,Internet Banking,6135.71,0.0,Success,REF1574991157
TXN0089450,ACC002372,MER092,BR012,2025-05-22 07:20:00,Debit,4280.94,UPI,Mobile Banking,36211.34,31930.4,Success,REF8973234101
TXN0089451,ACC001021,MER073,BR009,2025-09-12 08:47:00,Debit,1698.77,NEFT,Mobile Banking,46159.38,44460.62,Success,REF9694883030
TXN0089452,ACC004947,MER047,BR024,2025-08-25 06:57:00,Debit,862.79,UPI,Mobile Banking,74580.62,73717.83,Success,REF6706235051
TXN0089453,ACC004090,MER013,BR024,2025-04-06 16:01:00,Debit,169.65,Credit Card,Mobile Banking,37526.93,37357.29,Success,REF1433670962
TXN0089454,ACC005936,MER089,BR009,2025-07-13 23:40:00,Debit,2953.65,UPI,Internet Banking,66877.17,63923.52,Success,REF8289286833
TXN0089455,ACC005559,MER002,BR002,2025-11-29 14:53:00,Credit,618.83,Debit Card,POS,89398.27,90017.09,Success,REF8437229842
TXN0089456,ACC000768,MER069,BR016,2025-05-26 16:07:00,Debit,10384.67,Debit Card,Mobile Banking,192928.34,182543.67,Success,REF1672741441
TXN0089457,ACC001506,MER068,BR019,2026-07-04 06:18:00,Debit,1458.75,NEFT,Mobile Banking,29541.91,28083.16,Success,REF4694289655
TXN0089458,ACC000334,MER088,BR021,2026-05-07 05:57:00,Debit,1485.3,NEFT,POS,149364.44,147879.14,Success,REF8041189313
TXN0089459,ACC001452,MER015,BR013,2025-11-07 21:20:00,Debit,2716.67,UPI,Mobile Banking,8624.67,5908.01,Success,REF7888797257
TXN0089460,ACC005473,MER038,BR022,2026-07-10 10:00:00,Debit,1969.37,Debit Card,Mobile Banking,39763.22,37793.85,Success,REF6554260352
TXN0089461,ACC005103,MER102,BR025,2025-11-22 07:30:00,Debit,664.75,Debit Card,Mobile Banking,110198.55,109533.8,Failed,REF8071178027
TXN0089462,ACC004835,MER038,BR020,2026-07-23 15:06:00,Debit,2326.78,Debit Card,Mobile Banking,68900.5,66573.72,Success,REF9058088145
TXN0089463,ACC005889,MER001,BR003,2025-10-02 10:19:00,Credit,227748.22,NEFT,Internet Banking,214129.65,441877.87,Success,REF2249383159
TXN0089464,ACC000991,MER011,BR023,2025-06-25 07:37:00,Debit,3299.17,UPI,POS,107463.95,104164.79,Success,REF1238714246
TXN0089465,ACC002589,MER039,BR008,2025-09-27 14:15:00,Debit,2229.01,UPI,Internet Banking,127487.38,125258.37,Success,REF3056918761
TXN0089466,ACC002138,MER041,BR023,2026-07-23 06:14:00,Debit,4290.94,Debit Card,POS,158760.93,154469.99,Success,REF1971107904
TXN0089467,ACC002689,MER119,BR021,2025-05-12 01:57:00,Debit,1160.68,UPI,Mobile Banking,31903.97,30743.29,Success,REF6327594957
TXN0089468,ACC003898,MER118,BR020,2025-01-06 16:18:00,Debit,1482.02,Debit Card,Mobile Banking,118720.47,117238.45,Success,REF1128838597
TXN0089469,ACC005014,MER095,BR017,2025-10-23 07:33:00,Debit,5008.18,UPI,POS,317647.47,312639.28,Success,REF4775572562
TXN0089470,ACC005554,MER098,BR006,2025-10-29 10:25:00,Debit,2160.78,UPI,Internet Banking,46746.85,44586.07,Success,REF7496936415
TXN0089471,ACC001103,MER076,BR018,2025-03-24 02:50:00,Debit,4500.83,IMPS,Mobile Banking,153689.91,149189.08,Success,REF5699295923
TXN0089472,ACC004531,MER001,BR013,2025-12-03 16:25:00,Credit,206416.13,NEFT,Internet Banking,0.0,206416.13,Success,REF7906810491
TXN0089473,ACC005492,MER034,BR021,2026-01-04 21:15:00,Debit,5476.2,Debit Card,Mobile Banking,75542.43,70066.23,Success,REF2687707731
TXN0089474,ACC002290,MER015,BR022,2025-03-14 07:15:00,Debit,594.89,UPI,POS,37590.69,36995.8,Success,REF6662890420
TXN0089475,ACC004841,MER006,BR006,2025-02-10 17:55:00,Debit,1493.31,UPI,Internet Banking,67099.49,65606.18,Success,REF6415742442
TXN0089476,ACC005453,MER079,BR009,2025-12-26 16:57:00,Debit,820.75,Debit Card,Mobile Banking,133558.96,132738.21,Success,REF4496637209
TXN0089477,ACC006091,MER007,BR020,2025-01-07 08:25:00,Debit,1402.68,UPI,Mobile Banking,102683.85,101281.17,Success,REF6829500339
TXN0089478,ACC003427,MER058,BR002,2025-12-14 09:18:00,Debit,677.31,UPI,POS,105015.25,104337.94,Success,REF9407929546
TXN0089479,ACC004407,MER002,BR007,2025-09-10 09:10:00,Credit,558.22,Debit Card,POS,108926.99,109485.2,Success,REF8043225266
TXN0089480,ACC001560,MER083,BR008,2026-01-06 06:52:00,Debit,3445.59,UPI,Mobile Banking,0.0,0.0,Success,REF7426318744
TXN0089481,ACC004141,MER112,BR017,2025-09-25 05:15:00,Debit,2486.39,Debit Card,Mobile Banking,47425.43,44939.04,Success,REF8635412950
TXN0089482,ACC004348,MER115,BR018,2026-05-23 18:47:00,Debit,447.31,Credit Card,POS,200020.02,199572.71,Success,REF5876900803
TXN0089483,ACC000740,MER109,BR014,2025-10-10 19:22:00,Debit,1271.57,UPI,Mobile Banking,98993.95,97722.38,Success,REF1526836754
TXN0089484,ACC002789,MER085,BR003,2026-07-15 06:40:00,Debit,1324.05,Debit Card,Mobile Banking,5644.43,4320.38,Success,REF7511420929
TXN0089485,ACC004690,MER022,BR022,2025-07-06 13:26:00,Debit,487.77,UPI,ATM,231657.92,231170.15,Success,REF1926666443
TXN0089486,ACC001592,MER002,BR022,2025-04-19 07:21:00,Credit,1892.86,UPI,Internet Banking,42011.64,43904.49,Success,REF9287052822
TXN0089487,ACC000216,MER032,BR014,2026-05-03 09:48:00,Debit,1600.19,Debit Card,Mobile Banking,78713.99,77113.8,Failed,REF4145989159
TXN0089488,ACC003311,MER011,BR019,2026-01-17 01:56:00,Debit,3734.56,UPI,Mobile Banking,177404.08,173669.52,Success,REF7796031451
TXN0089489,ACC005527,MER099,BR002,2026-01-30 16:31:00,Debit,1307.78,UPI,Mobile Banking,145734.65,144426.87,Success,REF5562653470
TXN0089490,ACC001768,MER007,BR009,2025-08-08 07:03:00,Debit,999.41,Debit Card,Mobile Banking,59406.08,58406.68,Failed,REF8898567161
TXN0089491,ACC004169,MER051,BR006,2026-02-08 01:26:00,Debit,7232.53,UPI,Internet Banking,51051.21,43818.67,Success,REF6432703246
TXN0089492,ACC003077,MER107,BR014,2025-01-18 11:11:00,Debit,235.75,UPI,ATM,117363.97,117128.22,Success,REF5529719999
TXN0089493,ACC001764,MER118,BR008,2025-10-15 07:56:00,Debit,51.69,Credit Card,Mobile Banking,140317.04,140265.35,Failed,REF9424840044
TXN0089494,ACC001751,MER059,BR002,2025-01-13 14:52:00,Debit,748.53,UPI,Mobile Banking,120949.7,120201.17,Success,REF7616597354
TXN0089495,ACC000328,MER103,BR015,2026-05-06 03:36:00,Debit,5479.04,Credit Card,Internet Banking,124397.44,118918.4,Success,REF5098613500
TXN0089496,ACC005253,MER031,BR011,2025-01-18 03:26:00,Debit,1663.52,Debit Card,Internet Banking,234821.56,233158.04,Success,REF4279104642
TXN0089497,ACC001640,MER106,BR017,2025-04-29 23:03:00,Debit,3671.19,UPI,Mobile Banking,382406.69,378735.51,Success,REF9375833592
TXN0089498,ACC005816,MER089,BR014,2025-07-02 07:07:00,Debit,4446.11,Debit Card,Mobile Banking,53174.69,48728.57,Success,REF5085629459
TXN0089499,ACC000777,MER076,BR015,2025-02-08 22:16:00,Debit,1324.4,Debit Card,ATM,238376.78,237052.38,Success,REF8255300658
TXN0089500,ACC002818,MER051,BR021,2026-01-07 18:09:00,Debit,8686.72,Debit Card,POS,74152.35,65465.63,Success,REF2993449957
TXN0089501,ACC004497,MER084,BR007,2026-06-02 20:41:00,Debit,1991.58,NEFT,Mobile Banking,246.19,0.0,Failed,REF5868128441
TXN0089502,ACC004651,MER064,BR010,2026-05-24 03:40:00,Debit,1866.07,UPI,Mobile Banking,96418.19,94552.11,Success,REF6172556769
TXN0089503,ACC001000,MER045,BR013,2025-07-16 03:16:00,Debit,2856.42,NEFT,ATM,105533.6,102677.18,Success,REF5441291941
TXN0089504,ACC003221,MER064,BR012,2025-09-06 16:36:00,Debit,1306.04,UPI,Mobile Banking,56425.42,55119.39,Success,REF2738263793
TXN0089505,ACC000852,MER002,BR013,2025-01-06 17:17:00,Credit,1405.21,Debit Card,ATM,269814.3,271219.51,Success,REF6741553036
TXN0089506,ACC001078,MER113,BR001,2026-07-01 01:17:00,Debit,1063.39,Debit Card,Internet Banking,89402.91,88339.52,Success,REF9149605004
TXN0089507,ACC003698,MER035,BR007,2026-01-23 03:13:00,Debit,809.46,UPI,POS,40139.79,39330.33,Failed,REF1157555486
TXN0089508,ACC005149,MER061,BR021,2025-06-02 03:49:00,Debit,942.48,IMPS,POS,67612.26,66669.77,Success,REF3076871164
TXN0089509,ACC006138,MER005,BR002,2025-07-08 06:02:00,Debit,533.74,UPI,POS,307289.14,306755.41,Success,REF5278101332
TXN0089510,ACC000726,MER024,BR003,2026-08-23 06:54:00,Debit,1476.06,UPI,Mobile Banking,84134.7,82658.64,Success,REF1678621682
TXN0089511,ACC001561,MER028,BR003,2026-07-25 12:39:00,Debit,853.19,UPI,POS,6158.16,5304.97,Success,REF3898249329
TXN0089512,ACC001344,MER047,BR020,2026-04-27 19:02:00,Debit,485.88,UPI,Mobile Banking,28223.16,27737.28,Success,REF7772912973
TXN0089513,ACC004355,MER051,BR023,2026-05-05 03:30:00,Debit,3739.12,Credit Card,POS,44867.64,41128.51,Success,REF9794324252
TXN0089514,ACC004957,MER107,BR004,2026-04-09 23:20:00,Debit,1604.75,UPI,Mobile Banking,73952.58,72347.83,Success,REF2414919989
TXN0089515,ACC005049,MER032,BR002,2026-04-18 02:30:00,Debit,533.43,Debit Card,Internet Banking,300828.69,300295.26,Success,REF5910016834
TXN0089516,ACC001939,MER071,BR007,2025-05-14 07:43:00,Debit,1552.83,NEFT,Mobile Banking,177806.17,176253.34,Success,REF1497673398
TXN0089517,ACC000214,MER118,BR017,2025-07-25 17:19:00,Debit,907.33,Credit Card,Internet Banking,60399.71,59492.38,Success,REF8926928128
TXN0089518,ACC006085,MER081,BR015,2026-01-28 01:19:00,Debit,3272.84,UPI,Internet Banking,140939.39,137666.55,Success,REF6293138046
TXN0089519,ACC004111,MER047,BR001,2026-04-08 11:07:00,Debit,695.15,UPI,ATM,87668.38,86973.24,Success,REF7232749093
TXN0089520,ACC002489,MER103,BR010,2025-06-24 06:13:00,Debit,10720.69,UPI,Mobile Banking,148718.42,137997.72,Success,REF4180332119
TXN0089521,ACC002989,MER115,BR018,2025-08-29 09:36:00,Debit,2916.71,IMPS,Internet Banking,72000.51,69083.8,Success,REF5059760172
TXN0089522,ACC001284,MER067,BR011,2025-06-02 19:34:00,Debit,1928.27,Debit Card,Mobile Banking,29369.41,27441.15,Success,REF2606908098
TXN0089523,ACC006188,MER002,BR014,2026-05-12 17:27:00,Credit,691.24,UPI,Mobile Banking,159634.12,160325.36,Success,REF7539381814
TXN0089524,ACC000048,MER002,BR013,2026-06-09 05:32:00,Credit,1100.29,IMPS,ATM,36898.94,37999.24,Success,REF1978133437
TXN0089525,ACC002172,MER073,BR023,2025-12-15 13:54:00,Debit,907.96,UPI,Mobile Banking,202149.71,201241.75,Success,REF6826487703
TXN0089526,ACC002238,MER058,BR017,2026-02-27 00:21:00,Debit,940.17,NEFT,Mobile Banking,32150.88,31210.71,Success,REF4908932210
TXN0089527,ACC003608,MER014,BR010,2026-07-08 19:10:00,Debit,998.41,UPI,POS,109482.35,108483.94,Success,REF8112986394
TXN0089528,ACC000125,MER050,BR019,2026-06-24 23:57:00,Debit,678.55,UPI,Mobile Banking,157394.59,156716.04,Success,REF6142720724
TXN0089529,ACC004102,MER119,BR002,2025-01-07 02:54:00,Debit,4606.25,UPI,Mobile Banking,44047.11,39440.87,Success,REF3237235031
TXN0089530,ACC002015,MER002,BR025,2025-01-28 06:58:00,Credit,104.07,UPI,Mobile Banking,181353.43,181457.51,Success,REF2854118272
TXN0089531,ACC000861,MER042,BR022,2025-06-25 01:51:00,Debit,5363.28,UPI,POS,193165.84,187802.56,Success,REF2646936818
TXN0089532,ACC005560,MER048,BR014,2025-10-27 04:04:00,Debit,656.47,UPI,POS,190139.11,189482.64,Success,REF4654521708
TXN0089533,ACC003601,MER007,BR003,2026-08-16 06:57:00,Debit,1111.45,Debit Card,POS,40676.69,39565.24,Success,REF6538501317
TXN0089534,ACC004457,MER005,BR002,2026-08-20 10:27:00,Debit,625.46,Credit Card,ATM,216493.4,215867.94,Success,REF5758852870
TXN0089535,ACC006174,MER030,BR015,2025-12-17 07:15:00,Debit,3244.01,Credit Card,Mobile Banking,113960.73,110716.72,Success,REF4558968834
TXN0089536,ACC001783,MER109,BR008,2025-02-10 21:21:00,Debit,330.93,UPI,Internet Banking,149889.72,149558.79,Success,REF4600344171
TXN0089537,ACC001771,MER011,BR024,2026-04-30 14:50:00,Debit,7083.83,Debit Card,Mobile Banking,30188.62,23104.79,Success,REF2555270066
TXN0089538,ACC005211,MER002,BR024,2026-05-25 06:38:00,Credit,315.88,UPI,Mobile Banking,189680.42,189996.3,Success,REF2577808219
TXN0089539,ACC005708,MER089,BR003,2025-11-14 19:13:00,Debit,1718.47,Debit Card,Internet Banking,211324.0,209605.53,Success,REF9560220087
TXN0089540,ACC000394,MER082,BR010,2025-12-16 11:38:00,Debit,2564.33,NEFT,Mobile Banking,60507.71,57943.38,Failed,REF8346571825
TXN0089541,ACC000551,MER099,BR011,2025-03-31 04:38:00,Debit,679.14,Debit Card,Internet Banking,62097.84,61418.71,Success,REF8472554370
TXN0089542,ACC002287,MER053,BR002,2026-03-20 04:51:00,Debit,1283.72,UPI,Internet Banking,57264.95,55981.24,Success,REF4639521532
TXN0089543,ACC004932,MER104,BR005,2026-03-22 06:23:00,Debit,1263.61,NEFT,Internet Banking,23211.98,21948.37,Success,REF1298128681
TXN0089544,ACC000029,MER030,BR002,2025-06-24 00:07:00,Debit,2309.26,Debit Card,Mobile Banking,35572.08,33262.82,Success,REF7047330952
TXN0089545,ACC002613,MER021,BR017,2025-02-13 16:37:00,Debit,2430.06,Credit Card,Mobile Banking,137058.09,134628.03,Success,REF8646870719
TXN0089546,ACC002686,MER032,BR017,2025-09-26 20:54:00,Debit,2677.4,IMPS,Mobile Banking,444959.26,442281.86,Success,REF7888287389
TXN0089547,ACC001635,MER032,BR011,2026-04-04 01:49:00,Debit,2101.01,IMPS,ATM,154200.98,152099.97,Success,REF7921214635
TXN0089548,ACC000463,MER002,BR023,2025-05-05 02:54:00,Credit,1148.29,IMPS,Mobile Banking,41513.94,42662.23,Success,REF8307166423
TXN0089549,ACC002014,MER118,BR009,2025-08-22 07:17:00,Debit,295.54,Credit Card,Mobile Banking,150516.77,150221.23,Success,REF3140271015
TXN0089550,ACC001939,MER010,BR005,2025-08-06 05:58:00,Debit,2903.31,NEFT,Internet Banking,176253.34,173350.03,Success,REF4006700993
TXN0089551,ACC004866,MER098,BR012,2025-09-17 00:35:00,Debit,336.38,Credit Card,Mobile Banking,67268.74,66932.37,Success,REF5339806803
TXN0089552,ACC005084,MER048,BR016,2025-03-14 02:24:00,Debit,2583.92,Debit Card,POS,237134.87,234550.95,Success,REF3755724190
TXN0089553,ACC004089,MER064,BR014,2026-05-06 12:28:00,Debit,740.52,NEFT,Mobile Banking,111993.65,111253.14,Success,REF3059999199
TXN0089554,ACC003794,MER021,BR011,2025-03-16 23:46:00,Debit,583.25,IMPS,ATM,1130.74,547.49,Success,REF7721239935
TXN0089555,ACC003572,MER002,BR025,2025-08-03 21:18:00,Credit,2355.25,IMPS,Mobile Banking,109978.67,112333.92,Success,REF2283330785
TXN0089556,ACC003415,MER003,BR001,2025-02-27 18:58:00,Debit,2162.38,UPI,Internet Banking,42331.08,40168.69,Failed,REF9239065514
TXN0089557,ACC003071,MER114,BR023,2026-03-23 09:07:00,Debit,2526.28,Credit Card,POS,55981.34,53455.06,Success,REF1857822343
TXN0089558,ACC004625,MER005,BR009,2025-06-17 06:57:00,Debit,433.84,Credit Card,Internet Banking,67946.49,67512.64,Success,REF1407962728
TXN0089559,ACC004123,MER002,BR024,2026-06-27 00:42:00,Credit,570.0,Debit Card,Mobile Banking,14315.57,14885.56,Failed,REF1854878892
TXN0089560,ACC002507,MER033,BR016,2026-07-06 14:54:00,Debit,1229.9,UPI,Mobile Banking,99159.3,97929.4,Success,REF9799866080
TXN0089561,ACC003110,MER104,BR014,2025-08-06 07:58:00,Debit,5416.41,Credit Card,POS,48738.49,43322.08,Success,REF8169391406
TXN0089562,ACC005631,MER001,BR010,2025-06-26 04:23:00,Debit,1762.7,Debit Card,Mobile Banking,279040.36,277277.66,Success,REF9318288015
TXN0089563,ACC001028,MER091,BR006,2025-01-16 16:06:00,Debit,695.51,Credit Card,Mobile Banking,153614.3,152918.79,Success,REF8554984464
TXN0089564,ACC001882,MER026,BR010,2025-11-10 02:34:00,Debit,3787.76,Credit Card,ATM,320738.94,316951.18,Success,REF9197635536
TXN0089565,ACC004872,MER104,BR017,2025-08-28 09:17:00,Debit,6769.28,Credit Card,Mobile Banking,141903.61,135134.33,Success,REF7665066653
TXN0089566,ACC005729,MER002,BR005,2025-12-30 05:57:00,Credit,881.12,UPI,POS,132929.75,133810.87,Success,REF4879192842
TXN0089567,ACC000052,MER043,BR015,2025-05-18 17:22:00,Debit,1751.79,NEFT,POS,63761.54,62009.75,Failed,REF9390577899
TXN0089568,ACC005979,MER084,BR021,2025-07-26 05:09:00,Debit,1895.52,UPI,Internet Banking,83682.05,81786.53,Success,REF3697957425
TXN0089569,ACC001518,MER091,BR024,2025-07-26 08:54:00,Debit,983.3,UPI,POS,115176.56,114193.26,Success,REF1551057026
TXN0089570,ACC003669,MER038,BR001,2025-12-09 08:27:00,Debit,4768.5,UPI,Internet Banking,17954.13,13185.64,Success,REF3599348149
TXN0089571,ACC004512,MER113,BR007,2025-08-29 11:43:00,Debit,162.25,Debit Card,POS,32720.85,32558.6,Success,REF8720263558
TXN0089572,ACC005816,MER006,BR021,2026-07-27 22:13:00,Debit,1618.61,Debit Card,POS,48728.57,47109.96,Success,REF1870892505
TXN0089573,ACC005973,MER109,BR021,2026-04-30 13:03:00,Debit,262.49,IMPS,ATM,173098.11,172835.62,Success,REF6128174104
TXN0089574,ACC004610,MER109,BR018,2026-03-01 04:04:00,Debit,1911.24,Credit Card,POS,243766.61,241855.37,Success,REF6171910864
TXN0089575,ACC000429,MER098,BR013,2025-09-03 17:08:00,Debit,3612.08,Debit Card,Mobile Banking,32262.09,28650.0,Failed,REF3426640056
TXN0089576,ACC004566,MER013,BR014,2026-03-14 00:40:00,Debit,2269.93,Debit Card,Mobile Banking,0.0,0.0,Failed,REF9306799426
TXN0089577,ACC003448,MER014,BR022,2026-06-07 18:47:00,Debit,459.69,IMPS,Internet Banking,0.0,0.0,Success,REF5159431980
TXN0089578,ACC004007,MER004,BR012,2025-11-25 15:16:00,Debit,5021.29,UPI,ATM,178837.15,173815.86,Success,REF4446954428
TXN0089579,ACC000082,MER002,BR005,2026-06-01 00:00:00,Credit,521.1,NEFT,Mobile Banking,222319.13,222840.23,Success,REF3789685615
TXN0089580,ACC000788,MER106,BR006,2025-04-10 13:34:00,Debit,5405.02,NEFT,ATM,182419.22,177014.21,Success,REF2422271589
TXN0089581,ACC000768,MER001,BR022,2025-12-02 09:10:00,Credit,90985.95,NEFT,Internet Banking,182543.67,273529.62,Success,REF6814200909
TXN0089582,ACC005250,MER003,BR016,2025-07-30 09:48:00,Debit,5713.87,Debit Card,Internet Banking,27227.09,21513.22,Success,REF5546654934
TXN0089583,ACC005463,MER038,BR021,2025-06-02 23:12:00,Debit,2033.97,Debit Card,Mobile Banking,151209.0,149175.03,Success,REF3619066827
TXN0089584,ACC003910,MER120,BR020,2026-08-19 07:12:00,Debit,2625.63,UPI,Mobile Banking,82903.66,80278.03,Success,REF5990247245
TXN0089585,ACC002755,MER008,BR001,2025-10-05 09:58:00,Debit,1788.41,Debit Card,Mobile Banking,84245.29,82456.88,Success,REF3209997286
TXN0089586,ACC003950,MER002,BR014,2025-08-10 12:06:00,Credit,2829.36,Credit Card,Internet Banking,46755.12,49584.48,Success,REF3037554336
TXN0089587,ACC001179,MER079,BR007,2025-01-11 03:28:00,Debit,226.46,Credit Card,Mobile Banking,88934.59,88708.12,Success,REF4804363697
TXN0089588,ACC004088,MER003,BR004,2026-06-17 19:01:00,Debit,2881.17,UPI,POS,52574.72,49693.55,Success,REF4937022503
TXN0089589,ACC005421,MER059,BR001,2025-09-10 06:56:00,Debit,692.49,UPI,POS,197672.55,196980.06,Success,REF9159435073
TXN0089590,ACC005199,MER015,BR009,2025-09-20 06:12:00,Debit,794.53,UPI,ATM,125998.54,125204.01,Success,REF8668748785
TXN0089591,ACC002783,MER108,BR014,2026-03-05 17:34:00,Debit,195.99,Debit Card,Internet Banking,144549.78,144353.79,Success,REF1845820613
TXN0089592,ACC004236,MER062,BR023,2025-05-31 23:45:00,Debit,1657.94,Debit Card,Internet Banking,123954.63,122296.69,Success,REF6250421815
TXN0089593,ACC005700,MER005,BR024,2025-05-02 03:43:00,Debit,2121.26,Credit Card,POS,51298.79,49177.53,Success,REF2091127229
TXN0089594,ACC003715,MER114,BR024,2026-02-01 16:26:00,Debit,1571.01,Debit Card,Mobile Banking,49371.35,47800.34,Success,REF7505793299
TXN0089595,ACC001783,MER115,BR002,2025-09-23 18:40:00,Debit,1674.67,UPI,ATM,149558.79,147884.11,Success,REF8910425134
TXN0089596,ACC004702,MER034,BR002,2026-02-26 22:22:00,Debit,1802.63,Credit Card,POS,88377.45,86574.82,Success,REF1490131489
TXN0089597,ACC003701,MER002,BR021,2025-01-18 02:56:00,Credit,2317.45,Credit Card,Mobile Banking,37222.83,39540.28,Success,REF4654279029
TXN0089598,ACC003972,MER089,BR023,2026-03-12 11:51:00,Debit,1039.89,UPI,Mobile Banking,203106.46,202066.57,Success,REF1802230749
TXN0089599,ACC002783,MER024,BR018,2025-08-20 00:02:00,Debit,1576.73,IMPS,Mobile Banking,144353.79,142777.06,Success,REF3528097719
TXN0089600,ACC001577,MER038,BR018,2025-01-30 01:16:00,Debit,2509.19,Debit Card,POS,116557.97,114048.78,Success,REF3303786995
TXN0089601,ACC004994,MER004,BR020,2026-03-26 13:59:00,Debit,4324.7,IMPS,Internet Banking,170934.51,166609.81,Success,REF9655890964
